title,video_id,vimeo_link,category,final_category,final_category_slug,was_overridden,was_folded_archives
Fit as a Fighter | with Trisha | 4/21/20,410002681,https://vimeo.com/410002681/086a209ff4,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | with Susie Q | 4/21/20,409998671,https://vimeo.com/409998671/6d694e3e18,HIIT Class Archives,HIIT,hiit,False,True
"X-Fit | with Renato ""The Brazilian Hercules"" & Alice | 4/20/20",409787890,https://vimeo.com/409787890/ce63d60df4,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Fiit Yoga | with Robyn | 4/20/20,409785308,https://vimeo.com/409785308/6e4a19534b,HIIT Yoga,HIIT Yoga,hiit-yoga,False,False
Hiit Class | with Susie Q | 4/20/20,409780800,https://vimeo.com/409780800/1464f38d20,HIIT Class Archives,HIIT,hiit,False,True
Stretching & Recovery | with Alberto | 4/19/20,409467356,https://vimeo.com/409467356/2b0b2a3576,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
Insanity 21 | Massive Calorie Blast | with Pam | 4/19/20,409464454,https://vimeo.com/409464454/507ec93b40,HIIT 21,HIIT 21,hiit-21,False,False
Suntan Saturday | Hiit Training | with Susie Q | 4/18/20,409194283,https://vimeo.com/409194283/bb7781ea98,Other/Unsorted,HIIT Total Body,hiit-total-body,True,False
The Brazilian Hercules & Alice | X-Fit | 4/17/20,408644731,https://vimeo.com/408644731,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Stretching & Recovery | with Alberto | 4/17/20,408643797,https://vimeo.com/408643797/2509a72a34,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
At Home | Hiit Training | with Susie Q | 4/17/20,408642549,https://vimeo.com/408642549/e61d245c21,Other/Unsorted,HIIT Total Body,hiit-total-body,True,False
Kids At Home Fit Funhouse | Basketball Theme | with Tammy,408429940,https://vimeo.com/408429940/bf7844eecb,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Fit As a Fighter | with Trisha | 4/16/20,408426961,https://vimeo.com/408426961/e92797bcde,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
At Home | Hiit Training | with Susie Q | 4/16/20,408389922,https://vimeo.com/408389922/57a8256a2a,Other/Unsorted,HIIT Total Body,hiit-total-body,True,False
